6212,0,ทั่วประเทศ,0," ",0," ",0," ","32,605,100","33,953,835","66,558,935","26,713,936",
6212,10,กรุงเทพมหานคร,0," ",0," ",0," ","2,669,316","2,996,948","5,666,264","3,041,115",
6212,11,"จังหวัดสมุทรปราการ ",0," ",0," ",0," ","642,774","702,101","1,344,875","693,926",
6212,12,"จังหวัดนนทบุรี ",0," ",0," ",0," ","589,949","675,438","1,265,387","701,932",
6212,13,"จังหวัดปทุมธานี ",0," ",0," ",0," ","552,156","611,448","1,163,604","624,930",
6212,14,"จังหวัดพระนครศรีอยุธยา ",0," ",0," ",0," ","394,901","425,287","820,188","329,102",
6212,15,"จังหวัดอ่างทอง ",0," ",0," ",0," ","134,095","145,559","279,654","99,928",
6212,16,"จังหวัดลพบุรี ",0," ",0," ",0," ","378,813","376,743","755,556","295,486",
6212,17,"จังหวัดสิงห์บุรี ",0," ",0," ",0," ","99,265","109,181","208,446","77,432",
6212,18,"จังหวัดชัยนาท ",0," ",0," ",0," ","157,132","169,479","326,611","125,029",
6212,19,"จังหวัดสระบุรี ",0," ",0," ",0," ","318,243","327,668","645,911","277,184",
6212,20,"จังหวัดชลบุรี ",0," ",0," ",0," ","762,141","796,160","1,558,301","1,047,473",
6212,21,"จังหวัดระยอง ",0," ",0," ",0," ","361,109","373,644","734,753","489,617",
6212,22,"จังหวัดจันทบุรี ",0," ",0," ",0," ","263,485","274,213","537,698","239,184",
6212,23,"จังหวัดตราด ",0," ",0," ",0," ","113,973","115,985","229,958","106,685",
6212,24,"จังหวัดฉะเชิงเทรา ",0," ",0," ",0," ","353,368","366,745","720,113","305,121",
6212,25,"จังหวัดปราจีนบุรี ",0," ",0," ",0," ","245,180","249,500","494,680","214,024",
6212,26,"จังหวัดนครนายก ",0," ",0," ",0," ","129,046","131,705","260,751","99,423",
6212,27,"จังหวัดสระแก้ว ",0," ",0," ",0," ","283,497","282,806","566,303","212,786",
6212,30,"จังหวัดนครราชสีมา ",0," ",0," ",0," ","1,303,944","1,344,983","2,648,927","983,771",
6212,31,"จังหวัดบุรีรัมย์ ",0," ",0," ",0," ","793,262","802,485","1,595,747","468,483",
6212,32,"จังหวัดสุรินทร์ ",0," ",0," ",0," ","696,248","700,583","1,396,831","397,878",
6212,33,"จังหวัดศรีสะเกษ ",0," ",0," ",0," ","734,405","738,454","1,472,859","393,356",
6212,34,"จังหวัดอุบลราชธานี ",0," ",0," ",0," ","939,054","939,092","1,878,146","605,004",
6212,35,"จังหวัดยโสธร ",0," ",0," ",0," ","268,774","268,525","537,299","172,580",
6212,36,"จังหวัดชัยภูมิ ",0," ",0," ",0," ","562,900","574,457","1,137,357","394,064",
6212,37,"จังหวัดอำนาจเจริญ ",0," ",0," ",0," ","188,632","189,806","378,438","117,994",
6212,38,"จังหวัดบึงกาฬ ",0," ",0," ",0," ","212,859","211,232","424,091","135,143",
6212,39,"จังหวัดหนองบัวลำภู ",0," ",0," ",0," ","256,221","256,559","512,780","149,891",
6212,40,"จังหวัดขอนแก่น ",0," ",0," ",0," ","887,501","915,371","1,802,872","628,656",
6212,41,"จังหวัดอุดรธานี ",0," ",0," ",0," ","787,642","799,004","1,586,646","519,338",
6212,42,"จังหวัดเลย ",0," ",0," ",0," ","322,851","320,099","642,950","223,231",
6212,43,"จังหวัดหนองคาย ",0," ",0," ",0," ","259,849","262,462","522,311","175,639",
6212,44,"จังหวัดมหาสารคาม ",0," ",0," ",0," ","472,198","490,467","962,665","299,717",
6212,45,"จังหวัดร้อยเอ็ด ",0," ",0," ",0," ","648,548","656,663","1,305,211","388,224",
6212,46,"จังหวัดกาฬสินธุ์ ",0," ",0," ",0," ","487,451","495,967","983,418","305,844",
6212,47,"จังหวัดสกลนคร ",0," ",0," ",0," ","574,342","579,048","1,153,390","379,651",
6212,48,"จังหวัดนครพนม ",0," ",0," ",0," ","358,720","360,416","719,136","227,396",
6212,49,"จังหวัดมุกดาหาร ",0," ",0," ",0," ","176,708","176,466","353,174","115,748",
6212,50,"จังหวัดเชียงใหม่ ",0," ",0," ",0," ","861,692","917,562","1,779,254","817,820",
6212,51,"จังหวัดลำพูน ",0," ",0," ",0," ","195,140","209,935","405,075","179,812",
6212,52,"จังหวัดลำปาง ",0," ",0," ",0," ","360,324","377,992","738,316","292,423",
6212,53,"จังหวัดอุตรดิตถ์ ",0," ",0," ",0," ","221,583","231,520","453,103","170,691",
6212,54,"จังหวัดแพร่ ",0," ",0," ",0," ","213,494","228,232","441,726","177,308",
6212,55,"จังหวัดน่าน ",0," ",0," ",0," ","239,661","238,566","478,227","168,476",
6212,56,"จังหวัดพะเยา ",0," ",0," ",0," ","230,476","241,880","472,356","192,755",
6212,57,"จังหวัดเชียงราย ",0," ",0," ",0," ","632,413","665,891","1,298,304","548,617",
6212,58,"จังหวัดแม่ฮ่องสอน ",0," ",0," ",0," ","144,302","139,836","284,138","112,268",
6212,60,"จังหวัดนครสวรรค์ ",0," ",0," ",0," ","517,723","542,164","1,059,887","415,420",
6212,61,"จังหวัดอุทัยธานี ",0," ",0," ",0," ","160,855","167,763","328,618","123,952",
6212,62,"จังหวัดกำแพงเพชร ",0," ",0," ",0," ","359,205","366,662","725,867","274,543",
6212,63,"จังหวัดตาก ",0," ",0," ",0," ","336,893","328,727","665,620","220,501",
6212,64,"จังหวัดสุโขทัย ",0," ",0," ",0," ","288,842","306,230","595,072","217,841",
6212,65,"จังหวัดพิษณุโลก ",0," ",0," ",0," ","423,304","441,943","865,247","347,266",
6212,66,"จังหวัดพิจิตร ",0," ",0," ",0," ","261,765","274,546","536,311","195,825",
6212,67,"จังหวัดเพชรบูรณ์ ",0," ",0," ",0," ","490,810","501,641","992,451","358,762",
6212,70,"จังหวัดราชบุรี ",0," ",0," ",0," ","425,677","447,424","873,101","319,619",
6212,71,"จังหวัดกาญจนบุรี ",0," ",0," ",0," ","450,262","445,263","895,525","343,345",
6212,72,"จังหวัดสุพรรณบุรี ",0," ",0," ",0," ","408,808","437,526","846,334","302,594",
6212,73,"จังหวัดนครปฐม ",0," ",0," ",0," ","441,351","478,679","920,030","404,004",
6212,74,"จังหวัดสมุทรสาคร ",0," ",0," ",0," ","282,258","302,445","584,703","290,805",
6212,75,"จังหวัดสมุทรสงคราม ",0," ",0," ",0," ","92,555","100,750","193,305","71,306",
6212,76,"จังหวัดเพชรบุรี ",0," ",0," ",0," ","234,965","250,226","485,191","216,571",
6212,77,"จังหวัดประจวบคีรีขันธ์ ",0," ",0," ",0," ","275,598","278,518","554,116","265,229",
6212,80,"จังหวัดนครศรีธรรมราช ",0," ",0," ",0," ","771,735","790,192","1,561,927","573,215",
6212,81,"จังหวัดกระบี่ ",0," ",0," ",0," ","236,790","239,949","476,739","189,510",
6212,82,"จังหวัดพังงา ",0," ",0," ",0," ","134,192","134,596","268,788","116,485",
6212,83,"จังหวัดภูเก็ต ",0," ",0," ",0," ","197,036","219,546","416,582","266,093",
6212,84,"จังหวัดสุราษฎร์ธานี ",0," ",0," ",0," ","526,693","541,317","1,068,010","503,053",
6212,85,"จังหวัดระนอง ",0," ",0," ",0," ","97,756","95,614","193,370","91,119",
6212,86,"จังหวัดชุมพร ",0," ",0," ",0," ","252,854","258,450","511,304","236,156",
6212,90,"จังหวัดสงขลา ",0," ",0," ",0," ","700,441","735,527","1,435,968","543,879",
6212,91,"จังหวัดสตูล ",0," ",0," ",0," ","160,926","162,660","323,586","104,281",
6212,92,"จังหวัดตรัง ",0," ",0," ",0," ","314,793","328,371","643,164","231,924",
6212,93,"จังหวัดพัทลุง ",0," ",0," ",0," ","255,838","269,027","524,865","194,209",
6212,94,"จังหวัดปัตตานี ",0," ",0," ",0," ","358,661","366,443","725,104","191,409",
6212,95,"จังหวัดยะลา ",0," ",0," ",0," ","266,860","269,470","536,330","167,137",
6212,96,"จังหวัดนราธิวาส ",0," ",0," ",0," ","400,017","408,003","808,020","215,728",
